author,dates,likes,Comments
@olivianutrilia479,2024-06-29T15:32:15Z,0,kerennnn bgt semuanyaa👏🏻👏🏻👏🏻
@muhdawim6179,2024-06-29T15:32:04Z,0,Oxford ❤
@heodoo,2024-06-29T15:32:00Z,0,"KEREEN PARAHHH SIHH, WALAUPUN DI ADOPT DARI KOREAN, TAPI INDOO JUGA NGAK KALAH KERENNN TAK SABAR TUNGGU EPS 2 🔥🔥👊👊👊👊👊"
@sypanuraeni1860,2024-06-29T15:31:55Z,0,MAKASIH BANGET UDAH NAYANGIN DI YOUTUBE 😭🙏
@restifauziah4925,2024-06-29T15:31:49Z,16,"mereka yang berhasil ngerjain soal soal, aku yang ngerasa bangga 😭😭"
@Sienna-1717,2024-06-29T15:31:28Z,0,ACARA INI HARUS VIRAL...
@alyuuuaazzz,2024-06-29T15:31:03Z,1,MULES NONTON NYAA😢😢 ikut deg deg
@dwiandriani7545,2024-06-29T15:30:55Z,0,Harus banget trending ini sih
@nurullsftr,2024-06-29T15:30:52Z,0,Kerennn banget
@sitachemist5937,2024-06-29T15:30:27Z,1,ah ngga di-spill cara ngerjainnya. banyak ngewawancara dengan jawaban yang subjektip
@nissaenls8770,2024-06-29T15:30:24Z,0,HEH ADA KAIST
@littledragon7706,2024-06-29T15:30:04Z,1,indonesia banyak orang berprestasi dan pekerja keras tapi kalah sama jalur orang dalam haha
@user-vx9yg5bw6j,2024-06-29T15:29:51Z,0,Kereeeen
@endipurwanto9300,2024-06-29T15:29:46Z,0,Kalian semua hebat
@septaniditaelvandari2678,2024-06-29T15:29:42Z,0,Ini kan acara yg mirip banget sm university war korea. Ini pasti ada kerjasama adaptasi kan ya? Takutnya bermasalah kedepannya. Beneran nanya 🙏🙏
@zahranraa3440,2024-06-29T15:29:39Z,0,KECE BGT JIRRRR
@Ayaseer.,2024-06-29T15:29:25Z,0,Seru puol gak sabar buat eps selanjutnya
@Bymax-t8i,2024-06-29T15:29:12Z,0,Kern 🎉🎉🎉 dan mereka semua HEBAT🎉
@sitinurelisah5308,2024-06-29T15:29:12Z,0,Keren keren
@astrinofita3472,2024-06-29T15:29:09Z,0,Kalian tu keren bangett
@yulianagalih30,2024-06-29T15:28:52Z,0,Bagusssss bangetttt g sabar lihat selanjutnya
@tiwi1629,2024-06-29T15:28:20Z,0,"Jangankan kalian yg merinding, saya jg ikut merinding😂"
@puspitarahayu4556,2024-06-29T15:28:20Z,0,Seruu bangettttttttt
@fadilahs4449,2024-06-29T15:28:15Z,0,Inspiratif
@rslmktns,2024-06-29T15:27:40Z,0,Gokill ITB lolos semuaaa! Get well soon for Rea :'))
@Kara_Amel,2024-06-29T15:27:36Z,0,"Ronde pertama, itung dulu angka 1-9 ada berapa... Terus semua di kali, terus di tambah... Gitu gak sih"
@letha-wv6tc,2024-06-29T15:27:31Z,0,Degdegaaaan naufal ga maju majuuuuu 😭😭😭. Tapi akhirnyaaa❤
@lftmrt,2024-06-29T15:27:27Z,0,Mantap keren bgt
@naylarosyidah6839,2024-06-29T15:27:25Z,0,Like war university korean series
@searchinggg3758,2024-06-29T15:27:15Z,0,Keren bangetttt
@reveusirreparable,2024-06-29T15:27:10Z,0,KEREN ONE AND ONLY RUANGGURUU!!!❤❤❤❤
@RedoneRedone-pw4vj,2024-06-29T15:27:02Z,0,"Semoga acara seperti ini semakin bnyak kedepan, seperti OIC RTV jaman dulu"
@sofiarkthought3882,2024-06-29T15:27:01Z,0,gue mau evil komen juga gabisa... ga level🙏🙏🙏
@alya4765,2024-06-29T15:26:43Z,0,SERUUUU POLLLL
@mas.pei7,2024-06-29T15:26:32Z,0,kok gak ada yg berpikiran takut di hujat netizen siapa yg berani menghujat🤣
@fotofosforilasi,2024-06-29T15:26:27Z,0,29:18 ghaza was here kyaaaaaa
@machiatto7470,2024-06-29T15:26:22Z,0,shakira keren banget busett 😭
@najwaelsa6195,2024-06-29T15:26:16Z,0,hampir marah sama kak yesayaaaaa
@yulianaserlirowa3096,2024-06-29T15:26:07Z,0,"yang bilang takut di hujat netizen, ngak ada yang berani hujan orang pinter ya,,"
@syakilasalsa1062,2024-06-29T15:25:35Z,1,GA EKSPEK BAKAL ADA MAHASISWA LUAR NEGRI???!!
@arifabdulhidayat,2024-06-29T15:25:14Z,0,Anjir gw ikutan pusing liat angka banyak begitu.
@reyyynaaa,2024-06-29T15:25:00Z,0,parah si klo g trending
@faniafajar6693,2024-06-29T15:24:53Z,0,Please banyakin acara dan program kayak gini Indonesia Makin kerennnn🎉❤
@hendrisefriyadi9829,2024-06-29T15:24:45Z,0,Kaget banget ada Oxford
@aaachannel1834,2024-06-29T15:24:35Z,0,"Saya suka program ini, kalau bisa min share soal²nya min, supaya lebih bermanfaat dan bisa saya kasih ke siswa² MI saya 😊

Terima kasih"
@direct45boy30,2024-06-29T15:24:24Z,0,Kalo ini Ga viral kocak sih indonesia
@najmatullail852,2024-06-29T15:24:13Z,0,"Yesaya : gue ngerasa yakin sih, soalnya ga sebanding sama ujian yang ada di kampus. Kegampangan gituuu 


Tingkat keperceryaaan dirinya itu looh 😂😂🔥🔥"
@ZaimNovelis,2024-06-29T15:24:10Z,0,Robbi Laa Tadzarnii fardan wa anta khoirul waaritsiin
@aggafebriansyah350,2024-06-29T15:23:50Z,0,MERINDING PAS KAMPUS LUAR NEGERI DIUMUMIN
@Asep12394,2024-06-29T15:23:29Z,0,Susah anjim
@hanwithmemories,2024-06-29T15:23:27Z,0,"KERENNN BNGTTTTTTT, SERUUU NINGKATIN RASA AMBIS DIRI SENDIRI"
@doyouknowimsavage5769,2024-06-29T15:23:27Z,0,"BIKIN TRENDING NOMER SATU YUKKK BANYAKIN KOMEN BAHASA INDO, JANGAN LUPA SHARE LINK JUGAAA"
@muthieuu,2024-06-29T15:23:18Z,0,"busettttt nontonin orang pinter seru juga ya, moga nular aamiin"
@seaavelyne7581,2024-06-29T15:23:14Z,0,Good job ruang guru🎉🎉🎉
@TWSnya_PLEDIS,2024-06-29T15:23:01Z,0,Please jgn hancurin ekspetasi kami😭 awas aja kalo cuma settingan min😭👊👊
@wahyuagusindrawati6765,2024-06-29T15:22:45Z,0,sakiraa keren bgt sumpahhh
@NaningWidia-wl2mz,2024-06-29T15:22:36Z,0,KAPAN LAGI UPDATE????
@Na.ri18,2024-06-29T15:22:33Z,297,"Setelah acara university war korea yg serius,no gimmick viral, salah satu pesertanya datang ke Indonesia (Sungbeom)  dan tiba-tiba bekerjasama dgn Ruang guru, akhirnya ruang gurupun mengeluarkan acara begini , Semoga makin bnyk, ga pph walaupun konsepnya mirip yg penting mendidik dan seru,ga ada gimmick,dan pokoknya menunjukkan klo rakyat Indonesia yg pinter"" itu ADA , banyak"
@mohamadridho3366,2024-06-29T15:22:29Z,1,Yah mbak nana ada urusan akademik😓❤
@reyyynaaa,2024-06-29T15:22:11Z,0,KAISTTT ANCRITTT KANGEN BGT COOYYY🎉🎉🎉🎉
@MilaKarmila-e4f,2024-06-29T15:22:00Z,0,seruuuuu
@sendilestari2075,2024-06-29T15:22:00Z,0,"SUMPAH ADA KAIST? 😭😭😭   KEREN BANGET PLSS INIIII, DITUNGGU EPSS 2"
@muhammadrizqi6677,2024-06-29T15:21:48Z,0,anjirrr seru bgt?!?!?!?!!!!
@vinamelisa8552,2024-06-29T15:21:45Z,0,21:54 TUNJUKIN STRATEGINYA KAK AGAS GAKKK
@WilisSaputra,2024-06-29T15:21:35Z,0,KEREN BANGET WEH ACARA INI
@IndahFortuna-h5m,2024-06-29T15:21:30Z,0,kerennn bangett aslieee
@JalilAfandi,2024-06-29T15:21:27Z,0,Jgn sampek dibuat ada gimmick2. Soalnya sudah mulai ada yg ngeremehin peserta lain
@dianadoang1985,2024-06-29T15:21:21Z,0,plisss support yu netijenn tonton terussss
@IndahFortuna-h5m,2024-06-29T15:21:18Z,0,kerennn bangett aslieee
@58_niputudheavaniwulansawi34,2024-06-29T15:21:13Z,0,Menyala yochan 🔥🔥
@IndahFortuna-h5m,2024-06-29T15:21:10Z,0,kerennn bangett aslieee
@IndahFortuna-h5m,2024-06-29T15:21:09Z,0,kerennn bangett aslieee
@Rahadana05.,2024-06-29T15:21:03Z,0,"Mreka yg ngerjain , aku yg panik"
@koleopteer,2024-06-29T15:20:56Z,0,pengen ikutt 😭😭
@jhonmichaelmanik8282,2024-06-29T15:20:32Z,0,"Gokilll endingnya keren, diadu lg sama world class university
skenario keren, ga mudah ditebak"
@zahradwiaulia8983,2024-06-29T15:20:28Z,0,gile seru bgtt 😭😭😭
@beniaugusfiyansaputra_4107,2024-06-29T15:20:28Z,0,wahhhh gokksssss parah keren puooolll apalagi ada kejutan tambahan dari Universitas luar negeri
@aliyarahmawati770,2024-06-29T15:20:24Z,0,banyakin episodenya pleaseee
@user-qi9od9jk3w,2024-06-29T15:20:22Z,1,Mas mas Unair lucu bangettt please
@sophiamhmda1,2024-06-29T15:20:16Z,0,CANT WAIITTT EPS 2🔥🔥🔥
@maharasharie,2024-06-29T15:20:14Z,0,"29:25 yaampun aku kira ini alca istrinya bintang emon, mirippp"
@outkastband14,2024-06-29T15:20:11Z,1,"Gak ada pembahasan soalnya kah ini?
Yang ditonjolin cuma dramanya aja?
Gak ada pembelajaran buat penonton?"
@khkhar5248,2024-06-29T15:19:49Z,0,seruwwww
@yenilestari9207,2024-06-29T15:19:49Z,0,kewren bgt
@TheUprut,2024-06-29T15:19:47Z,0,Cerdas cermat dg konsep yg keren. Lanjutkan min
@destaanggi4166,2024-06-29T15:19:46Z,0,Kerennn acaranyaaa
@lavendermoon7802,2024-06-29T15:19:36Z,1,Maxwell ki medok poll rek😭
@karinaitb,2024-06-29T15:19:28Z,0,10:29 WKKWKWKWKW INI KOCAK BGT NJIR
@rikaramadhanixotkp2114,2024-06-29T15:19:21Z,1,"MERINDINGGG NONTONNYA JUGAAA, SEKEREN ITUU, SEMOGA SEMAKIN BANYAK TONTONAN KEREN SEPERTI INI, SANGAN MENINGKATKAN JIWA AMBIS PENGEN KAYA KAKA KAKA NYA, AAMIIN, KERENNNN"
@andrihalik_syh,2024-06-29T15:19:05Z,1,Keren penulis script nya kak iman usman langsung 👏👏
@naylajlta_,2024-06-29T15:18:55Z,0,MAXWELL IMUT BGT DAH
@reskyanugrah8436,2024-06-29T15:18:47Z,0,Jagoan aku alfi
@Ell4951,2024-06-29T15:18:44Z,0,degdeg an bangett pliss takutt😭😭😭😭😭
@revinaoktania3480,2024-06-29T15:18:43Z,1,Acara ini keren bgt!!!! Gilakkkkkkk keknya kalo aku ikut aku lgsg mual wkwkkw
@rifaarfianti9475,2024-06-29T15:18:37Z,0,Musik latar nya kurang bikin deg degan dan excitedd
@fameliaagatag.9894,2024-06-29T15:18:30Z,0,Sapaa tuh yang ngomong takoet dihujat netizen? hahaha lucu bgt plisss😭😭😭😭
@ApriliaTita,2024-06-29T15:18:26Z,0,"Editannya pas Brian lho lucu.. 😂
Kalian semua luar biasa adik adik"
@listyarumhening4578,2024-06-29T15:18:16Z,0,"Merinding aku nontonnya, pada pinter pinter banget 👏👏👏"
@sasharebecca1222,2024-06-29T15:17:55Z,11,"tolong editor tambahin berapa menit mereka selesain soalnya , jangan gambar bendera aja. 

biar penonton juga tau kecepatan para persertanya dalam menjawab soal"
@mardiatf,2024-06-29T15:17:53Z,1,Please dong di indonesia banyakin acara gini bair anak mudanya seneng belajar gk joget muluk wkwkwk
@tiarafauziah3845,2024-06-29T15:17:48Z,0,Kereeeennnn
@jehaye_,2024-06-29T15:17:43Z,0,maxwell lucu bgt plis
@ibnu4812,2024-06-29T15:17:41Z,1,"Reya sama nana kenapa wei?
Mundur?"
@vinaa2915,2024-06-29T15:17:23Z,1,"MAXWELL WKWK KERASA BGT DEG DEGANNYA ""yaallah iki yoopoooo"" 😭😭😭"
@aisyahakhsana,2024-06-29T15:17:21Z,1,"Ihh keren banget, thanks to University War KOR that inspired Ruanguru to make this happen. ❤❤"
@hestiharisandi5664,2024-06-29T15:17:09Z,0,Aaaaakkk gasabar besokk 😚
@alyaarchive4134,2024-06-29T15:16:41Z,0,MAXWELLLL comell bgtt kalau ngomong😭😭🥶🥶
@robidandi3541,2024-06-29T15:16:16Z,0,GO GO ITB GO :))
@nikendsptn,2024-06-29T15:16:11Z,0,Bagussss cuy
@alpalpacaaa,2024-06-29T15:16:03Z,0,waaahhhhh ini kaya university war gt ya???? seru bangettt
@Ziamonafahik,2024-06-29T15:15:56Z,0,21:42 bang Agas memberikan tutorial 😭😭😭
@putriaulianisa2337,2024-06-29T15:15:50Z,0,guaa yg deg degannn omgg
@potato_potaa9810,2024-06-29T15:15:47Z,0,kereen
@putrisamutiaradewi881,2024-06-29T15:15:39Z,0,gak sabar next episode nya kapan
@VDN7,2024-06-29T15:15:38Z,0,"Apapun yg kita hadapi, harus rendah hati."
@Jensetter.heree_,2024-06-29T15:15:30Z,38,"PLIS INI KEREN BGT, SEMOGA MAKIN BANYAK ACARA ACARA KAYA GINI! AKU YAKIN INDONESIA NGGA PERNAH KEKURANGAN ORANG ORANG PINTAR, TYSM BUAT RUANG GURU ❤"
@fotofosforilasi,2024-06-29T15:15:28Z,0,KADITYAAA PACARKU
@pinkeupatrick2154,2024-06-29T15:15:00Z,0,GILAK INI KEREN BGT!!!!!
@euphoria185,2024-06-29T15:14:51Z,0,menghibur diri dengan melihat teman-teman perguruan tinggi yg IPK-nya sedikit bikin tara mak deg
@misshappy0502,2024-06-29T15:14:37Z,0,University war versi Indonesia ❤
@unicoyang9941,2024-06-29T15:14:26Z,0,wow deg deg an nya kerasa banget
@themerces,2024-06-29T15:14:10Z,0,Keren semuaaaaa 😻 GG amat pls maasya allah semoga nularr pinternyaaaaa❤️‍🔥
@retinentiae,2024-06-29T15:13:56Z,4,Perbanyak tontonan yang kayak begini di Indonesia! Hal begini yang bakal berdampak ke orang lain buat kerja keras karena sadar diluaran sana banyaaaaak orang pintar dan bikin orang lain pengin jadi bagian dari salah satu orang pintar itu
@user-sz8go6ek1d,2024-06-29T15:13:41Z,0,bagus bagus baguss bangett aku suka😍😍😍yang ikutan semuanya keren habizzz
@vellydestasaminda,2024-06-29T15:13:24Z,0,"Peserta yang dari UNDIP kok belum dikasih panggung buat ngomong ☹️, btw selamat ke babak selanjutnya buat peserta dari UNDIP 🎉."
@Anne-sg4bq,2024-06-29T15:13:02Z,0,SERU BANGET SIH??!!!!!
@zaarasafira5618,2024-06-29T15:12:55Z,0,MAXWEELLL AKU PADAMUUU MOASSS😭😭🫶🫶
@peiia.c,2024-06-29T15:12:48Z,0,"SERUUU BANGET PLEASE SEMOGA SETERUSNYA BAKAL ADA ACARA² KAYA GINII, SUKSES TERUS RUANG GURU DAN SEMANGAT BUAT KAKAK² YANG SEDANG BERJUANG❤"
@serlyfk,2024-06-29T15:12:47Z,1,Makin yakin di dunia ini cuma jadi npc aja 😂😂
@noviani3673,2024-06-29T15:12:30Z,0,keren sih ini👍
@MYUSUP-il3uj,2024-06-29T15:12:18Z,0,"Gw pengen pake ruang guru tapi baru masuk hapus ehhh no hp gw di teror admin ruang guru habis habisan jadi ragu dan gak mau 😏 
Tapi gw pengen pake ruang guru tapi takut karna kejadian itu 😭"
@NovaridaUtamaPutriBundaAliya,2024-06-29T15:11:52Z,0,seru nggak sabar episode 2
@oraproplayer,2024-06-29T15:11:49Z,0,"Bener bener kereennn, sukaa sekali dengan soalnya. Soal bukan sembarang soal tapi punya makna mendalam. Seneng bisa liat soal berpola diuji kognitifnya😭👍 kompetisinya bener bener keliatan menantang"
@lyzzcat,2024-06-29T15:11:48Z,1,"Kenapa gak ngejelasin cara penyelesaian soalnya yah? Padahal itu yg di tunggu2
Walaupun tiap orang punya cara sendiri2, tapi kyknya jelasin satu cara cepatnya aja gitu, biar kita pahimmmm😆😆"
@Younaa07,2024-06-29T15:11:42Z,765,"Cara hitung cepatnya yg extreme pertama :
1. Hitung brp jumlah angka 1,2,3 sampe 9
2. nanti angka 1 digabung sama angka 9 jdinya total 10. Angka 2 dg 8, 3 dg 7 4 dg 6, dan 5 dg 5 yg semua totalnya 10. 
3. Nanti selanjutnya tinggal di kali aja jumlahnya. 

Misalkan utk angka 1 ada 23 dan angka 9 ada 24. Jadi (23x(9+2)= 230+9 = 239

Dan seterusnya utk pasangan 2&8, 3&7 dst.

Nanti tinggal ditambah semuanya di akhir."
@almasdhy,2024-06-29T15:11:41Z,0,"WOI DEG DEGAN BANGEEETTTT, KEREEN RUANG GURU"
@reveetespoir,2024-06-29T15:11:41Z,0,orang ko bisa pinter pinter banget ya?😭
@abdulaku3736,2024-06-29T15:11:41Z,1,Akhirnya gk pake translate😂
@ILoveHeeseungUnconditionally,2024-06-29T15:11:22Z,0,SERU HABIS
@GinaPuspitasariThmrn,2024-06-29T15:11:16Z,1,Keren.....gue yang nggak pintar tapi lihat ini jiwa ambisku meronta2
@rifaarfianti9475,2024-06-29T15:11:12Z,0,Seruuuu anjirrrr
@129_liliskurniawati4,2024-06-29T15:10:57Z,0,"Keren bnget,mereka makan apa ya? 😭"
@halo1909,2024-06-29T15:10:45Z,0,Btw next nyaa boleh dong min dikasih unjuk jugaaa soalnyaaa
@vndylfar,2024-06-29T15:10:40Z,0,"Ditunggu part selanjutnya, seruu parah"
@wiramanurung9704,2024-06-29T15:10:39Z,0,Harusnya ada anak STAN STIS dll😅
@halo1909,2024-06-29T15:10:26Z,0,18:36 jadii mereka berapaa menit ini wehh? 😭😭 cuman diliatin bar nyaa doang huhuu 🫠🫠
@GitaIrdinaLasmi,2024-06-29T15:10:11Z,0,"ih sumpaahh, aku juga pengin tau dong strategy ngejawab disetiap challenge nya"
@eldifebrian9631,2024-06-29T15:10:03Z,1,"kenapa waktunya nggk di tunjukan berapa menit dia selesai,janagan pakai bendera gitu bagusnya langsuang tunjukin dia selesai ngerjain soal nya berapa detik atau menit,klk hanya bendera gitu jadi nanti org pada ragu kan bisa aja vidionya di cepetin tapi kerjain soal lumayan lama."
@jeonjungkookie8027,2024-06-29T15:09:57Z,0,"Bnyak bngett ya, kirain per univ mahasiswanya ditentuin berapa bnyaknya ternyata bebas ya, keren bnget pliss mereka😭"
@al_22oct76,2024-06-29T15:09:51Z,0,ni harus tampil di Netflix juga gasiii woyyy😮😮
@amaliafitriani8787,2024-06-29T15:09:48Z,0,Minnnn nanti bikin website yg isinya soal-soal ini 😭😭😭 kaya university war seruuu
@rehaniaidillahfitri3300,2024-06-29T15:09:40Z,0,semangat kak yaya❤
@user-qi9od9jk3w,2024-06-29T15:09:39Z,1,Mereka yang dibacain prestasinya gw yang merinding Mulu😭🙏
@ayrin4750,2024-06-29T15:09:36Z,1,"ayo mas undip sy dukung kamu, semangat mass"
@nAgeiyh,2024-06-29T15:09:18Z,0,"TIBA TIBA BANGET ADA DARI OXFORD, KAIST, YALE, DLL????"
@lilisbanowati6908,2024-06-29T15:09:10Z,0,Seruuu ... Kalian keren gess
@Mr.whazittooya,2024-06-29T15:09:07Z,0,terjungkal dan terjungkil melihat prestasi dan kepintaran org2 ini😪
@sayayas8995,2024-06-29T15:08:55Z,0,"Sangat senang sama interview disela"" nya ,, ngalir banget, dan ga gimmick lebay kaya..,, jd enak gitu dengernya yeey Bang Iman! You did it! Indonesia Variety Show Naik Kelas! Ga sabar buat liat @15ya.fullmoom Na Pdnim kerjasama tim Ruangguru wkwkwk"
@ani1_095,2024-06-29T15:08:50Z,0,"Min, tolong bentuk soalnya dishare min yg ronde 1-3. Mau coba juga pemirsa di rumah 🤭"
@fikuart8819,2024-06-29T15:08:47Z,0,Bantu viralin guys... Ini harus viral acara seperti ini❤❤❤
@sovijulianti23,2024-06-29T15:08:21Z,0,Seru bangettt🎉🎉
@kithkeithke,2024-06-29T15:08:04Z,1,"that ""balik yuk"" 😭😭😭😭😭"
@Mr.whazittooya,2024-06-29T15:08:03Z,0,setelah menonton ini. prestasiku tdk ada apa2nya sama mrk wkwkwk di atas langit masih ada langit🙃🥲🥲tapi kudu tetap semangat dahhh
@sweepretty,2024-06-29T15:07:54Z,1,buat batch ke tiga kenapa hasilku sllu 4629 ya bukan 4609 udh diulang hasilny ttp itu😮‍💨
@vndylfar,2024-06-29T15:07:51Z,0,Keren jadi termotivasi belajar
@devapopy_,2024-06-29T15:07:50Z,0,siap mencari hyunbin versi lokal🙏🙏
@inesanan,2024-06-29T15:07:39Z,0,Akhhh kerenn bangett❤❤❤❤❤ tp sayang banyak iklanya
@linchyaa,2024-06-29T15:07:06Z,0,18:27 600 digit 😂
@XZYCHESSID,2024-06-29T15:07:01Z,8,SERUUU BANGETT LIAT ORANG2 PINTAR KUMPUL JADI 1 ACARA!!
@febryhusni6911,2024-06-29T15:07:00Z,0,Aaaa akhirnya nemu tontonan berkualitas
@aisoundpedia,2024-06-29T15:06:59Z,8,Ini yg pada suka repost cocok nih potong² dan masukin tiktok.. asli ini mah bukan kaleng² . Kita haus tontonan berkualitas . Makasih ruang guru.. subs dan share.. 🎉🎉🎉 ga sabar nunggu besok...🎉🎉🎉
@DiniKhairunnisa-yo1vy,2024-06-29T15:06:57Z,0,Yeaaay yg di tunggu2 tayang jugaa🎉
@nicho9744,2024-06-29T15:05:46Z,0,Kerenn 🔥🔥🔥
@atikazahra9007,2024-06-29T15:05:46Z,0,MAXWELL LUCU KALI MEDOKK NYAA😭😭😭😭
@kholifaafia,2024-06-29T15:05:32Z,0,gokil🔥
@dddandylla6617,2024-06-29T15:05:15Z,0,Ikutan tiba2 merinding pas ending nya wkwk
@putrijuliantiJeje,2024-06-29T15:05:14Z,0,Haniff
@skymage9668,2024-06-29T15:05:12Z,7,"CoC ruangguru jangan berhenti disini aja plis tar, semoga ada lanjutan nya sampe berseason season, agar bisa mengapresiasi mahasiswa berprestasi di indonesiaaaaa (saran bikinin tambahan buat anak SMA nya juga) hehe"
@megahmulyo7921,2024-06-29T15:05:06Z,0,"perbanyak acara kaya gini di Indonesia, bisa bikin evaluasi bagi para pelajar😁"
@user-rs1ey5nt1z,2024-06-29T15:04:54Z,0,SERU BGTTTT
@MuhammadIrfan-kd5cd,2024-06-29T15:04:51Z,1,"Kaget bngt tba tba ada oxford,langsng merindinggg😭"
@rossydwiindriani7084,2024-06-29T15:04:43Z,0,kak lanjutkan
@kaiamaulvi9497,2024-06-29T15:04:38Z,6,"Uwaah menyala universitas"" di indonesia! Yuk bisa memperbanyak konten"" mendidik seperti ini♡"
@pangsit-kw6ip,2024-06-29T15:04:37Z,0,Kebayang gak gimna bangga nya org tua mereka😭
@widisme8829,2024-06-29T15:04:35Z,0,"Suka banget sama acaranya, kumpulan cerdikiawan. Brian UGM jagoanku meskipun YAYA UGM sejurusan sama aku (alumnus) wkwkw semangat gaes!!!!!"
@megahmulyo7921,2024-06-29T15:04:34Z,0,"MaSyaAllah KERENNNNNNNNNNNNNNNNNN BANGETTT, TERHARU"
@ZzZzZz-lf1bs,2024-06-29T15:03:59Z,0,MMMHHHH
@wonaddicted,2024-06-29T15:03:50Z,0,KEREN BGT WOIII SEMANGAT
@rafsyanjani5390,2024-06-29T15:03:35Z,328,"buat ruangguru saran gue untuk kedepannya, jangan berpaku sama kalkulasi sebagai subjek tes sih, soalnya kecerdasan setiap orang beda beda, terutama yang dari HI kasihan banget liatnya, karena subjek penguasannya dia bener bener jauh banget, mungkin kedepannya bisa kasih soal terkait geopolitik atau logika"
@daraaaaa.,2024-06-29T15:03:34Z,0,maxwell very well ternyata se medok itu😭
@vevis7817,2024-06-29T15:03:32Z,0,keren
@araabellaa6108,2024-06-29T15:03:30Z,0,Kenapa kalian pinter2 bgt seh.. bagi2 dong kepinterannya😭😭
@elegisenja6224,2024-06-29T15:03:02Z,0,Kaist dan Oxford.. Wuuaaaooo..
@hadijahh02,2024-06-29T15:02:29Z,1,KERENNN BANGETT SI INII
@annisarabisani5949,2024-06-29T15:02:26Z,1,Keren2 bangett... seneng loh ada clash of champion versi indo
@CahyaDwi-qo9tl,2024-06-29T15:02:17Z,1,"Ikut deg-degan woii, tapi mereka kerenn bangett"
@maumarzabil8163,2024-06-29T15:02:09Z,1,Gogogoo trendinginnn!!!! 😭😭😭🔥
@phisunsun,2024-06-29T15:02:04Z,1,Keren bangeet please
@laodesyahdanaditya5223,2024-06-29T15:02:04Z,1,Banyakin program kayak giniii
@frfrr-qs6vk,2024-06-29T15:02:03Z,2,"AAAA SERU BANGETT, JADI GASABAR BUAT BESOK😭🔥🔥"
@yunitamanurung7118,2024-06-29T15:01:58Z,1,Seruuuu bangetttt!!!!!!!!
@musliany742,2024-06-29T15:01:51Z,1,Tontonan yang luar biasa berkualitas
@ryoaw5321,2024-06-29T15:01:31Z,1,Ruangguru keren abiss!
@anissadyahpertiwi,2024-06-29T15:01:27Z,1,Ibnu mirip mas mas influencer sapu lidi nggak sih btw?
@meyrinashabarina1105,2024-06-29T15:01:15Z,1,Tontonan kaya begini nih ya gak boleh dilewatin...!!!! 🔥🔥🔥. Share soalnya juga dong mau ngitung nih dirumah... 😁
@melophile1555,2024-06-29T15:00:57Z,1,"kalian semua hebat!! gaperlu kecewa kalian semua sudah melakukan yang terbaik dan sudah memotivasi generasi sekarang, i'm so proud of you guys!!"
@oliviasarahfawwaaznapitupu5774,2024-06-29T15:00:54Z,1,Seruu
@saralim8627,2024-06-29T15:00:48Z,301,"Show Acara kayak gini nih yang seharusnya viral di Indonesia untuk lebih mengembangakan semangat belajar di Indonesia. Thank You Ruangguru, Pliss terus berkarya dan berdampak buat pendidikan Indonesia."
@DixaSo,2024-06-29T15:00:45Z,2,ganang kamu berhak di waro mutheee
@zapri,2024-06-29T15:00:43Z,1,Maxwell medok tenan
@butterflyyyy100,2024-06-29T15:00:20Z,1,aku kalo disitu pasti cuma jadi sebutir debu
@hilabirahman499,2024-06-29T15:00:16Z,0,PARAHHH SERUUU BANGETTT❤😂😂😂😂
@grimsu,2024-06-29T15:00:13Z,2,Min please kasih subtitle inggris soalnya mau promosiin acara ini ke temen luar juga 🤭
@luvtaesoon2825,2024-06-29T15:00:09Z,0,NAUFAL NEVER BEATING THE AA² BANDUNG ALLEGATION
@allkevinswork4680,2024-06-29T15:00:02Z,0,"Ikutan sedih😢, Tapi mereka udah keren bangetttt 🎉"
@intanwidy4381,2024-06-29T14:59:55Z,0,"Untung bang Jerome udah lulus yaa, kalo gak mungkin jadi salah satu peserta jg 😂"
@koboskuyyyy,2024-06-29T14:59:44Z,0,"buset awal2 dh dibikin mlongo, teknik sipil ipk 4 ga tuhhhh😭😭😭😭😭😭😭😭😭😭"
@noviaa7410,2024-06-29T14:59:28Z,0,episode 2 kapan tayang? gasabar
@aisyah8979,2024-06-29T14:59:23Z,0,kasian sama yang ga lolos tapi lebih kasian gue🫠
@rainforestishere,2024-06-29T14:59:09Z,0,Yang mau hujat mereka plis kasih CV dulu😂
@syahdaahmadi1438,2024-06-29T14:59:03Z,0,HARUS TRENDING 1 SIH INII!!!! DAN HARUS BANGET VIRAL DAN BISA MENGINSPIRASI ANAK-ANAK MUDA
@ferikadestalia3156,2024-06-29T14:58:57Z,0,ihhhh pengen banyakin acara kek giniiii😭😭😭😭😭
@kiss4wonu,2024-06-29T14:58:56Z,0,Keren bngttt kaka kaka ❤❤
@afhelSay,2024-06-29T14:58:46Z,0,aku juga merinding mass🫨🫨
@dedealfiana8063,2024-06-29T14:58:39Z,0,Mereka cv nya gimana yah penasaran jirr
@ayaaalysaa7301,2024-06-29T14:58:34Z,0,MERINDING BGT😭😭😭😭
@productivty4278,2024-06-29T14:58:33Z,0,wkwkwkw baru aja seneng uwin ikutan 😂 drtd uwin gada screen maju nyoba 😂
@fianadiw411,2024-06-29T14:58:29Z,0,KEREN KEREN SEMUAAA
@nayeim7290,2024-06-29T14:58:23Z,0,SUMPAH INI ACARA TERKEREN WOIII😭😭😭
